title,date,reference,url,calificacion,precio,contains,ciudad
"La terraza de Estella, habitacion doble con balcon",14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/28100846?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.86,21",59568,"2 huéspedes,1 habitación,1 cama,1 baño compartido,Wifi,Cocina",Cartagena
Beautiful duplex in the old town with balcony view,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/38491370?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.62,29",272531,"3 huéspedes,1 habitación,2 camas,2 baños,Wifi,Aire acondicionado,Cocina",Cartagena
Casa Huésped La Pilo-Getsemaní-habitación familiar,14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/40211243?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.87,23",75920,"3 huéspedes,1 habitación,2 camas,1 baño privado,Wifi,Aire acondicionado",Cartagena
Beautiful apartment in the Historic center!,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/43033890?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.74,34",200240,"3 huéspedes,Estudio,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
APARTAESTUDIO PARA DOS PERSONAS CERCA A LA PLAYA,14 jun. – 18 jun.,Suite de invitados entera en Cartagena,https://www.airbnb.com.co/rooms/42308448?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.50,16",115980,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Morros City - Apartamento piso 38,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/18423058?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.90,127",319053,"4 huéspedes,1 habitación,2 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
"Confortable de lujo! en Cielo Mar, Morros",14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/31835280?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.91,66",215060,"5 huéspedes,1 habitación,3 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Cómoda Habitación Privada #1,14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/40138459?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.90,10",71130,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado",Cartagena
Moderno Apartamento en el Sector Turístico,14 jun. – 18 jun.,Conjunto residencial entero en Cartagena,https://www.airbnb.com.co/rooms/37093921?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.91,34",210240,"4 huéspedes,2 habitaciones,3 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
"Apartamento con vista al mar El Laguito, Cartagena",14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/29460806?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.85,41",259060,"6 huéspedes,2 habitaciones,4 camas,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
"Breathtaking apartment in Bocagrande, Cartagena",14 jun. – 18 jun.,Conjunto residencial entero en Provincia de Cartagena,https://www.airbnb.com.co/rooms/47828355?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"5.0,6",226120,"4 huéspedes,1 habitación,2 camas,1,5 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
"GREAT ROOM Near tourist area. WIFI, AC, KITCHEN.",14 jun. – 18 jun.,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/30440535?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.81,80",58283,"2 huéspedes,1 habitación,1 cama,2 baños compartidos,Wifi,Aire acondicionado,Cocina",Cartagena
Modern 1BR | WiFi | Breathtaking Oceanviews by Huespedia,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/39088334?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.83,24",286697,"4 huéspedes,1 habitación,1 cama,2 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Apartastudio cerca al Centro histórico d Cartagena,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/40819675?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.78,9",42048,"2 huéspedes,1 habitación,2 camas,Medio baño,Wifi,Cocina",Cartagena
"Apartamento Bijou, a small studio in the Old City",14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/31539515?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.88,112",201669,"2 huéspedes,Estudio,1 cama,1 baño,Wifi,Aire acondicionado",Cartagena
"Apartamento nuevo de 1 habit bocagrande, Cartagena",14 jun. – 18 jun.,Apartamento entero en Provincia de Cartagena,https://www.airbnb.com.co/rooms/44891390?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.77,30",246540,"4 huéspedes,1 habitación,1 cama,1,5 baños,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
APARTAMENTO FRENTE A LA PLAYA,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/48348578?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,,141630,"2 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Apartamento Ideal Cartagena,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/45301654?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"5.0,5",118900,"4 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Incredible LOCATION in the HEART of Walled City/AC,14 jun. – 18 jun.,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/20678108?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=c359eabf-367b-4831-b094-ce87595fff61,"4.23,150",110806,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Morph · Exclusive Studio + Great amenities,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/47833521?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,,162051,"3 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Hotel Express 53,14 jun. – 18 jun.,Habitación de hotel en Bogotá,https://www.airbnb.com.co/rooms/29653241?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,"4.22,94",77183,"2 huéspedes,20 habitaciones,1 cama,1 baño privado,Wifi",Bogotá
Suite Doble con Jacuzzi y Chimena en Bogotá,14 jun. – 18 jun.,Habitación de hotel en Bogotá,https://www.airbnb.com.co/rooms/30532634?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,"4.37,19",300000,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi",Bogotá
Acogedor Apartamento en  Cedritos para 3 personas.,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/41376223?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,"4.71,17",83440,"3 huéspedes,2 habitaciones,2 camas,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Beautiful 8th Floor Apartment with an amazing view,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/46528461?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,"5.0,7",142260,"2 huéspedes,1 habitación,1 cama,1,5 baños,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Morph · Brand New Condo 7+ Great amenities,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/47830995?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,,166204,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Loft con terraza,14 jun. – 18 jun.,Loft entero en Bogotá,https://www.airbnb.com.co/rooms/1500015?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,"4.80,261",194903,"4 huéspedes,1 habitación,1 cama,1,5 baños,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Sensational Apartment with great Interior Design,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/47273221?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,,113819,"4 huéspedes,1 habitación,2 camas,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Cozy studio in hip Chapinero Alto,14 jun. – 18 jun.,Loft entero en Bogotá,https://www.airbnb.com.co/rooms/33319101?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,"4.67,30",56887,"2 huéspedes,Estudio,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
Apartaestudio en el corazón de Bogotá-Cundinamarca,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/43308784?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,"4.88,73",105170,"3 huéspedes,1 habitación,2 camas,1 baño,Wifi,Cocina,Lavadora",Bogotá
Trendy apt at Chapinero + Best view!,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/46266070?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,"4.88,24",138933,"4 huéspedes,1 habitación,2 camas,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Apartaestudio-2 Chapinero de fácil acceso,14 jun. – 18 jun.,Apartamento entero en Comuna Chapinero,https://www.airbnb.com.co/rooms/48333556?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,,57824,"3 huéspedes,Estudio,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
"Fabuloso apartamento Park Way, La Soledad",14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/43755793?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,"4.82,11",76971,"3 huéspedes,1 habitación,2 camas,1,5 baños,Wifi,Cocina,Lavadora",Bogotá
VIRREY 1 BED  ZONA ROSA (40),14 jun. – 18 jun.,Conjunto residencial entero en Bogotá,https://www.airbnb.com.co/rooms/241953?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,"4.82,174",132287,"3 huéspedes,1 habitación,3 camas,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Maravilloso Apartamento en el Centro de Bogotà !!,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/40015637?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,"4.75,20",71012,"2 huéspedes,1 habitación,2 camas,1,5 baños,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Iluminada & Seguro & Protocols*Teusaquillo*Airport,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/47785340?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,,51775,"4 huéspedes,1 habitación,2 camas,1 baño,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
COQUETO* ENCANTADOR* CONFORT* INDEPENDIENTE*,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/48570004?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,,68419,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
Charming Apartment,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/36389368?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,"4.73,12",88907,"2 huéspedes,1 habitación,2 camas,1,5 baños,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Acogedor Apartaestudio - con vista a los cerros,14 jun. – 18 jun.,Apartamento entero en Comuna Chapinero,https://www.airbnb.com.co/rooms/45440399?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,,52560,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina,Lavadora",Bogotá
✪ FANTASTIC Parque 93 Designer Finishes  By HILTON,14 jun. – 18 jun.,Apartamento entero en Bogotá,https://www.airbnb.com.co/rooms/34273711?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=584c8f89-23d7-4d06-a026-4f0a6d501738,"4.82,83",221000,"4 huéspedes,1 habitación,2 camas,1,5 baños,Wifi,Cocina,Lavadora,Estacionamiento gratuito",Bogotá
Bungalow 1 - Irotama Resort Santa Marta,14 jun. – 18 jun.,"Apartamento entero en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/5237177?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=40c4d617-2c49-480b-817a-57f34287a60b,"4.69,13",204687,"3 huéspedes,Estudio,2 camas,1 baño,Wifi,Aire acondicionado,Piscina",Santa Marta 
Alójate en el corazón de Santa Marta: Hotel Marovi,14 jun. – 18 jun.,"Habitación de hotel en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/42858350?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=40c4d617-2c49-480b-817a-57f34287a60b,,93440,"2 huéspedes,3 habitaciones,1 cama,1 baño compartido,Wifi,Aire acondicionado",Santa Marta 
Confortable habitación con vista directa a el mar,14 jun. – 18 jun.,"Habitación privada en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/38460912?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=40c4d617-2c49-480b-817a-57f34287a60b,"4.92,13",167959,"2 huéspedes,1 habitación,2 camas,1 baño privado,Wifi,Piscina,Cocina",Santa Marta 
"Habitación frente al mar, Centro histórico 311",14 jun. – 18 jun.,"Apartamento entero en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/32068433?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=40c4d617-2c49-480b-817a-57f34287a60b,"4.68,56",93440,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi",Santa Marta 
Apartamento acogedor en zona estratégica cerca de la playa,14 jun. – 18 jun.,"Apartamento entero en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/42605221?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=40c4d617-2c49-480b-817a-57f34287a60b,,71009,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Cocina",Santa Marta 
Espectacular suite con hermosa vista a la bahía,14 jun. – 18 jun.,Apartamento entero con servicios incluidos en Taganga,https://www.airbnb.com.co/rooms/31388064?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=40c4d617-2c49-480b-817a-57f34287a60b,"4.84,98",233600,"4 huéspedes,2 habitaciones,2 camas,1,5 baños,Wifi,Aire acondicionado,Cocina",Santa Marta 
CASA BONITA,14 jun. – 18 jun.,"Habitación de hotel en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/24243814?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=40c4d617-2c49-480b-817a-57f34287a60b,"4.54,71",44384,"3 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado",Santa Marta 
Hostal Paraíso Tayrona: Casa de Playa en Rodadero,14 jun. – 18 jun.,Habitación de hotel en Gaira,https://www.airbnb.com.co/rooms/38127723?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=40c4d617-2c49-480b-817a-57f34287a60b,"4.86,7",84150,"2 huéspedes,1 habitación,1 cama,1,5 baños,Wifi,Aire acondicionado,Cocina",Santa Marta 
Alojamiento completo en cabaña cerca al Rodadero,14 jun. – 18 jun.,"Cabaña entera en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/20639098?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=40c4d617-2c49-480b-817a-57f34287a60b,"4.56,85",113680,"6 huéspedes,2 habitaciones,4 camas,1,5 baños,Wifi,Aire acondicionado,Piscina,Cocina",Santa Marta 
Cosy apartaestudio in Santa Marta Centre,14 jun. – 18 jun.,"Apartamento entero en Santa Marta (distrito turístico, cultural e histórico)",https://www.airbnb.com.co/rooms/27327153?adults=2&check_in=2021-06-14&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=40c4d617-2c49-480b-817a-57f34287a60b,"4.55,88",103675,"2 huéspedes,1 habitación,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Santa Marta 
